ID,Answer,Question,label,is_train,product_name,product_url,rank,product_id,Question_clean,Answer_clean
prod_0002_rev_01,"Cocok sm nivea, ga bikin iritasi, mengangkat make up/membersihkan wajah dengan baik. Aslinya penuh sampe atas isi dari produk tsb, cuma beli ini lebih hemat dan ku pakai untuk isi ulang dg kemasan yang lebih kecil (pemakaian pribadi)",Apakah produk ini bisa membersihkan make up dengan baik?,1,1,❤ BELIA ❤ NIVEA Micellar Water Series | Rose Care | MicellAir Skin Breathe 0% Alcohol 400ml BESAR | Make Up Remover | Pembersih Wajah Make Up,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-NIVEA-Micellar-Water-Series-Rose-Care-MicellAir-Skin-Breathe-0-Alcohol-400ml-BESAR-Make-Up-Remover-Pembersih-Wajah-Make-Up-i.48382819.23847761774?extraParams=%7B%22display_model_id%22%3A49326315623%2C%22model_selection_logic%22%3A3%7D,1,prod_0002,apakah produk ini bisa membersihkan make up dengan baik,cocok sm nivea tidak bikin iritasi mengangkat make upmembersihkan wajah dengan baik aslinya penuh sampe atas isi dari produk tsb cuma beli ini lebih hemat dan ku pakai untuk isi ulang dengan kemasan yang lebih kecil pemakaian pribadi
prod_0002_rev_02,Beli yang besar jadi lebih awet gak abis-abis. Harganya lebih terjangkau daripada toko yang lain-lain. Kemasan aman tidak pecah atau bocor karena bubble wrapnya tebal,Apakah produk ini bisa membersihkan make up dengan baik?,0,1,❤ BELIA ❤ NIVEA Micellar Water Series | Rose Care | MicellAir Skin Breathe 0% Alcohol 400ml BESAR | Make Up Remover | Pembersih Wajah Make Up,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-NIVEA-Micellar-Water-Series-Rose-Care-MicellAir-Skin-Breathe-0-Alcohol-400ml-BESAR-Make-Up-Remover-Pembersih-Wajah-Make-Up-i.48382819.23847761774?extraParams=%7B%22display_model_id%22%3A49326315623%2C%22model_selection_logic%22%3A3%7D,6,prod_0002,apakah produk ini bisa membersihkan make up dengan baik,beli yang besar jadi lebih awet tidak abisabis harganya lebih terjangkau daripada toko yang lainlain kemasan aman tidak pecah atau bocor karena bubble wrapnya tebal
prod_0002_rev_03,"Wahhh barang sudah datang, seneng banget. Tidak pernah kecewa belanja disini.beli disini dapet harga murah kualitas oke. Pokoknya mantull deh",Apakah produk ini bisa membersihkan make up dengan baik?,0,1,❤ BELIA ❤ NIVEA Micellar Water Series | Rose Care | MicellAir Skin Breathe 0% Alcohol 400ml BESAR | Make Up Remover | Pembersih Wajah Make Up,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-NIVEA-Micellar-Water-Series-Rose-Care-MicellAir-Skin-Breathe-0-Alcohol-400ml-BESAR-Make-Up-Remover-Pembersih-Wajah-Make-Up-i.48382819.23847761774?extraParams=%7B%22display_model_id%22%3A49326315623%2C%22model_selection_logic%22%3A3%7D,4,prod_0002,apakah produk ini bisa membersihkan make up dengan baik,wahhh barang sudah datang seneng banget tidak pernah kecewa belanja disinibeli disini dapet harga murah kualitas oke pokoknya mantull deh
prod_0002_rev_04,Micellar andalan dan semoga awet sampe setengah tahun lebih wkwkkw capek soalnya beli yg 125 ml tu kek cepet bgt abisnya ampun dah,Apakah produk ini bisa membersihkan make up dengan baik?,0,1,❤ BELIA ❤ NIVEA Micellar Water Series | Rose Care | MicellAir Skin Breathe 0% Alcohol 400ml BESAR | Make Up Remover | Pembersih Wajah Make Up,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-NIVEA-Micellar-Water-Series-Rose-Care-MicellAir-Skin-Breathe-0-Alcohol-400ml-BESAR-Make-Up-Remover-Pembersih-Wajah-Make-Up-i.48382819.23847761774?extraParams=%7B%22display_model_id%22%3A49326315623%2C%22model_selection_logic%22%3A3%7D,3,prod_0002,apakah produk ini bisa membersihkan make up dengan baik,micellar andalan dan semoga awet sampe setengah tahun lebih wkwkkw capek soalnya beli yang 125 ml tu kek cepet banget abisnya ampun dah
prod_0002_rev_05,"Lumayan banget, hemat dpt diskon 20rb. Kereen..bisa buat stok 3 bln. Isi 400 ml hanya 50ribuan..suka sekaleeee.. makasih seller",Apakah produk ini bisa membersihkan make up dengan baik?,0,1,❤ BELIA ❤ NIVEA Micellar Water Series | Rose Care | MicellAir Skin Breathe 0% Alcohol 400ml BESAR | Make Up Remover | Pembersih Wajah Make Up,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-NIVEA-Micellar-Water-Series-Rose-Care-MicellAir-Skin-Breathe-0-Alcohol-400ml-BESAR-Make-Up-Remover-Pembersih-Wajah-Make-Up-i.48382819.23847761774?extraParams=%7B%22display_model_id%22%3A49326315623%2C%22model_selection_logic%22%3A3%7D,5,prod_0002,apakah produk ini bisa membersihkan make up dengan baik,lumayan banget hemat dpt diskon 20rb kereenbisa buat stok 3 bln isi 400 ml hanya 50ribuansuka sekaleeee terima kasih seller
prod_0002_rev_06,"micellar water terbaik uda pake lebih dr 5th dan masih tetep ok dan cocok, bersihkan muka bersih bgt dan ada efek mecerahkan.",Apakah produk ini bisa membersihkan make up dengan baik?,1,1,❤ BELIA ❤ NIVEA Micellar Water Series | Rose Care | MicellAir Skin Breathe 0% Alcohol 400ml BESAR | Make Up Remover | Pembersih Wajah Make Up,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-NIVEA-Micellar-Water-Series-Rose-Care-MicellAir-Skin-Breathe-0-Alcohol-400ml-BESAR-Make-Up-Remover-Pembersih-Wajah-Make-Up-i.48382819.23847761774?extraParams=%7B%22display_model_id%22%3A49326315623%2C%22model_selection_logic%22%3A3%7D,2,prod_0002,apakah produk ini bisa membersihkan make up dengan baik,micellar water terbaik uda pake lebih dr 5th dan masih tetep ok dan cocok bersihkan muka bersih banget dan ada efek mecerahkan
prod_0002_rev_07,"Pengiriman aman ada bubble wrap yg tebel, tutup barang di tutup jadi tidak bocor, exp produk lama 👌👌",Apakah produk ini bisa membersihkan make up dengan baik?,0,1,❤ BELIA ❤ NIVEA Micellar Water Series | Rose Care | MicellAir Skin Breathe 0% Alcohol 400ml BESAR | Make Up Remover | Pembersih Wajah Make Up,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-NIVEA-Micellar-Water-Series-Rose-Care-MicellAir-Skin-Breathe-0-Alcohol-400ml-BESAR-Make-Up-Remover-Pembersih-Wajah-Make-Up-i.48382819.23847761774?extraParams=%7B%22display_model_id%22%3A49326315623%2C%22model_selection_logic%22%3A3%7D,7,prod_0002,apakah produk ini bisa membersihkan make up dengan baik,pengiriman aman ada bubble wrap yang tebel tutup barang di tutup jadi tidak bocor exp produk lama
prod_0002_rev_08,Barang oke cepat banget dateng tp sayang agak sedikit mahal tp dapat diskon jg jd sama aja sih..,Apakah produk ini bisa membersihkan make up dengan baik?,0,1,❤ BELIA ❤ NIVEA Micellar Water Series | Rose Care | MicellAir Skin Breathe 0% Alcohol 400ml BESAR | Make Up Remover | Pembersih Wajah Make Up,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-NIVEA-Micellar-Water-Series-Rose-Care-MicellAir-Skin-Breathe-0-Alcohol-400ml-BESAR-Make-Up-Remover-Pembersih-Wajah-Make-Up-i.48382819.23847761774?extraParams=%7B%22display_model_id%22%3A49326315623%2C%22model_selection_logic%22%3A3%7D,8,prod_0002,apakah produk ini bisa membersihkan make up dengan baik,barang oke cepat banget dateng tapi sayang agak sedikit mahal tapi dapat diskon jg jadi sama aja sih
prod_0002_rev_09,Paketnya sudah sampai kak..sesuai pesanan..mantaab langganan..pakai gosend langsung sampai,Apakah produk ini bisa membersihkan make up dengan baik?,0,1,❤ BELIA ❤ NIVEA Micellar Water Series | Rose Care | MicellAir Skin Breathe 0% Alcohol 400ml BESAR | Make Up Remover | Pembersih Wajah Make Up,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-NIVEA-Micellar-Water-Series-Rose-Care-MicellAir-Skin-Breathe-0-Alcohol-400ml-BESAR-Make-Up-Remover-Pembersih-Wajah-Make-Up-i.48382819.23847761774?extraParams=%7B%22display_model_id%22%3A49326315623%2C%22model_selection_logic%22%3A3%7D,9,prod_0002,apakah produk ini bisa membersihkan make up dengan baik,paketnya sudah sampai kaksesuai pesananmantaab langgananpakai gosend langsung sampai
prod_0002_rev_10,"Alhamdulillah barang sudah sampai sesuai pesanan, barang ori, makasih seller dan shopee.",Apakah produk ini bisa membersihkan make up dengan baik?,0,1,❤ BELIA ❤ NIVEA Micellar Water Series | Rose Care | MicellAir Skin Breathe 0% Alcohol 400ml BESAR | Make Up Remover | Pembersih Wajah Make Up,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-NIVEA-Micellar-Water-Series-Rose-Care-MicellAir-Skin-Breathe-0-Alcohol-400ml-BESAR-Make-Up-Remover-Pembersih-Wajah-Make-Up-i.48382819.23847761774?extraParams=%7B%22display_model_id%22%3A49326315623%2C%22model_selection_logic%22%3A3%7D,10,prod_0002,apakah produk ini bisa membersihkan make up dengan baik,alhamdulillah barang sudah sampai sesuai pesanan barang original terima kasih seller dan shopee
prod_0004_rev_01,"Barang sampai dg selamat. Pengemasan 1 hari. Varian barang sesuai pesanan. Expired Januari 2027. Tonernya ringan di kulit, cepat meresap, dan lumayan melembabkan.
Makasih seller.",Apakah toner ini ringan dan cepat meresap di kulit?,1,1,❤ BELIA ❤ The Originote Ceraluronic Essence Toner - Toner Melembabkan Wajah dan Menjaga Skin Barrier with Ceramide Hyaluronic Acid,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-The-Originote-Ceraluronic-Essence-Toner-Toner-Melembabkan-Wajah-dan-Menjaga-Skin-Barrier-with-Ceramide-Hyaluronic-Acid-i.48382819.29412408771?extraParams=%7B%22display_model_id%22%3A256671075087%2C%22model_selection_logic%22%3A2%7D,2,prod_0004,apakah toner ini ringan dan cepat meresap di kulit,barang sampai dengan selamat pengemasan 1 hari varian barang sesuai pesanan expired januari 2027 tonernya ringan di kulit cepat meresap dan lumayan melembabkan terima kasih seller
prod_0004_rev_02,"Sangat cocok untuk kondisi kulitku yang kadang kering kena facial wash, kalo aku ngerasa kulit lagi kering banget biasanya kupakai ini 2 kali",Apakah toner ini ringan dan cepat meresap di kulit?,0,1,❤ BELIA ❤ The Originote Ceraluronic Essence Toner - Toner Melembabkan Wajah dan Menjaga Skin Barrier with Ceramide Hyaluronic Acid,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-The-Originote-Ceraluronic-Essence-Toner-Toner-Melembabkan-Wajah-dan-Menjaga-Skin-Barrier-with-Ceramide-Hyaluronic-Acid-i.48382819.29412408771?extraParams=%7B%22display_model_id%22%3A256671075087%2C%22model_selection_logic%22%3A2%7D,4,prod_0004,apakah toner ini ringan dan cepat meresap di kulit,sangat cocok untuk kondisi kulitku yang kadang kering kena facial wash kalau aku ngerasa kulit lagi kering banget biasanya kupakai ini 2 kali
prod_0004_rev_03,"produknya bagus bgttt, jerawat"" membandel hempas jauh"", dipake tiap hari dan sudah hampir habis sebotol Alhamdulillah cocokjj",Apakah toner ini ringan dan cepat meresap di kulit?,0,1,❤ BELIA ❤ The Originote Ceraluronic Essence Toner - Toner Melembabkan Wajah dan Menjaga Skin Barrier with Ceramide Hyaluronic Acid,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-The-Originote-Ceraluronic-Essence-Toner-Toner-Melembabkan-Wajah-dan-Menjaga-Skin-Barrier-with-Ceramide-Hyaluronic-Acid-i.48382819.29412408771?extraParams=%7B%22display_model_id%22%3A256671075087%2C%22model_selection_logic%22%3A2%7D,6,prod_0004,apakah toner ini ringan dan cepat meresap di kulit,produknya bagus bgttt jerawat membandel hempas jauh dipake tiap hari dan sudah hampir habis sebotol alhamdulillah cocokjj
prod_0004_rev_04,Udah berkali2 co di sini barang sudah pasti ori dan pengiriman selalu cepet pengemasan barang juga aman banget tanpa tumpah2,Apakah toner ini ringan dan cepat meresap di kulit?,0,1,❤ BELIA ❤ The Originote Ceraluronic Essence Toner - Toner Melembabkan Wajah dan Menjaga Skin Barrier with Ceramide Hyaluronic Acid,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-The-Originote-Ceraluronic-Essence-Toner-Toner-Melembabkan-Wajah-dan-Menjaga-Skin-Barrier-with-Ceramide-Hyaluronic-Acid-i.48382819.29412408771?extraParams=%7B%22display_model_id%22%3A256671075087%2C%22model_selection_logic%22%3A2%7D,9,prod_0004,apakah toner ini ringan dan cepat meresap di kulit,udah berkali2 co di sini barang sudah pasti original dan pengiriman selalu cepet pengemasan barang juga aman banget tanpa tumpah2
prod_0004_rev_05,"Toner dgn tekstur seperti lendir. Bikin lembab di kulit, apalagi waktu skin barrier bermasalah. Calming banget",Apakah toner ini ringan dan cepat meresap di kulit?,0,1,❤ BELIA ❤ The Originote Ceraluronic Essence Toner - Toner Melembabkan Wajah dan Menjaga Skin Barrier with Ceramide Hyaluronic Acid,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-The-Originote-Ceraluronic-Essence-Toner-Toner-Melembabkan-Wajah-dan-Menjaga-Skin-Barrier-with-Ceramide-Hyaluronic-Acid-i.48382819.29412408771?extraParams=%7B%22display_model_id%22%3A256671075087%2C%22model_selection_logic%22%3A2%7D,3,prod_0004,apakah toner ini ringan dan cepat meresap di kulit,toner dengan tekstur seperti lendir bikin lembab di kulit apalagi waktu skin barrier bermasalah calming banget
prod_0004_rev_06,Udh cocok juga pake ini dan brang dri belia selalu asli dan masih segel gk prnah nerima brang rusak 👍🏻,Apakah toner ini ringan dan cepat meresap di kulit?,0,1,❤ BELIA ❤ The Originote Ceraluronic Essence Toner - Toner Melembabkan Wajah dan Menjaga Skin Barrier with Ceramide Hyaluronic Acid,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-The-Originote-Ceraluronic-Essence-Toner-Toner-Melembabkan-Wajah-dan-Menjaga-Skin-Barrier-with-Ceramide-Hyaluronic-Acid-i.48382819.29412408771?extraParams=%7B%22display_model_id%22%3A256671075087%2C%22model_selection_logic%22%3A2%7D,7,prod_0004,apakah toner ini ringan dan cepat meresap di kulit,sudah cocok juga pake ini dan brang dri belia selalu asli dan masih segel tidak prnah nerima brang rusak
prod_0004_rev_07,"Pengiriman cepat, pengemasan aman, produk sesuai. Baru nyoba sih semoga cocok. The best bgt pkoknyaaaa",Apakah toner ini ringan dan cepat meresap di kulit?,0,1,❤ BELIA ❤ The Originote Ceraluronic Essence Toner - Toner Melembabkan Wajah dan Menjaga Skin Barrier with Ceramide Hyaluronic Acid,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-The-Originote-Ceraluronic-Essence-Toner-Toner-Melembabkan-Wajah-dan-Menjaga-Skin-Barrier-with-Ceramide-Hyaluronic-Acid-i.48382819.29412408771?extraParams=%7B%22display_model_id%22%3A256671075087%2C%22model_selection_logic%22%3A2%7D,8,prod_0004,apakah toner ini ringan dan cepat meresap di kulit,pengiriman cepat pengemasan aman produk sesuai baru nyoba sih semoga cocok the best banget pkoknyaaaa
prod_0004_rev_08,"baru day one pke ny, soal ny bru pertama kali make skincare, dari kecil gprnh make apapun di muka",Apakah toner ini ringan dan cepat meresap di kulit?,0,1,❤ BELIA ❤ The Originote Ceraluronic Essence Toner - Toner Melembabkan Wajah dan Menjaga Skin Barrier with Ceramide Hyaluronic Acid,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-The-Originote-Ceraluronic-Essence-Toner-Toner-Melembabkan-Wajah-dan-Menjaga-Skin-Barrier-with-Ceramide-Hyaluronic-Acid-i.48382819.29412408771?extraParams=%7B%22display_model_id%22%3A256671075087%2C%22model_selection_logic%22%3A2%7D,10,prod_0004,apakah toner ini ringan dan cepat meresap di kulit,baru day one pke ny soal ny bru pertama kali make skincare dari kecil gprnh make apapun di muka
prod_0004_rev_09,Suka sama toner ini. Ringan dan cepat meresap diwajah. Ini baru botol kedua. Semoga selalu cocok,Apakah toner ini ringan dan cepat meresap di kulit?,1,1,❤ BELIA ❤ The Originote Ceraluronic Essence Toner - Toner Melembabkan Wajah dan Menjaga Skin Barrier with Ceramide Hyaluronic Acid,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-The-Originote-Ceraluronic-Essence-Toner-Toner-Melembabkan-Wajah-dan-Menjaga-Skin-Barrier-with-Ceramide-Hyaluronic-Acid-i.48382819.29412408771?extraParams=%7B%22display_model_id%22%3A256671075087%2C%22model_selection_logic%22%3A2%7D,1,prod_0004,apakah toner ini ringan dan cepat meresap di kulit,suka sama toner ini ringan dan cepat meresap diwajah ini baru botol kedua semoga selalu cocok
prod_0004_rev_10,"Pengiriman cepat, aman, bubble wrapnya tebel, barang sesuai, murah, tonernya okei mantap",Apakah toner ini ringan dan cepat meresap di kulit?,0,1,❤ BELIA ❤ The Originote Ceraluronic Essence Toner - Toner Melembabkan Wajah dan Menjaga Skin Barrier with Ceramide Hyaluronic Acid,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-The-Originote-Ceraluronic-Essence-Toner-Toner-Melembabkan-Wajah-dan-Menjaga-Skin-Barrier-with-Ceramide-Hyaluronic-Acid-i.48382819.29412408771?extraParams=%7B%22display_model_id%22%3A256671075087%2C%22model_selection_logic%22%3A2%7D,5,prod_0004,apakah toner ini ringan dan cepat meresap di kulit,pengiriman cepat aman bubble wrapnya tebel barang sesuai murah tonernya okei mantap
